"","Date","Username","Located","Rating","Review"
"237","3/12/2016","Colette W.","Kent, OH",1,"Awful. This place has been hyped up so much, and I cannot understand why. Every experience I've had here has been disappointing. The employees are rude, including the current manager. The worst time that comes to mind was when my boyfriend and I sat there for nearly 20 minutes at the bar just waiting for our check. Since no one bothered to acknowledge our existence, my boyfriend suggested leaving. I still put money down, but even then no one said anything. Drunken girls climbing over the bar... Stupid loud guys everywhere. Always super packed to the point you can hardly move. Food selection is limited and pretty much sucks. Would love to understand what's so great about this place."
"238","4/1/2015","Ran D.","Stow, OH",3,"Good burger, but service always been kind of a miss for me. Usually have to wait a while to get seated (plenty of seats available just no service) and when sat down have to wait a while to get menu and drink ordered, etc. It's not that their servers are not friendly or do not provide service, but every time I go there I feel like the place has no waiter, and you are just sitting there, table empty, for a while before you are approached. Sandwiches, burgers, and wings are good. But their ribs suck. Fries are decent and onion rings can be meh. If you go there with a bunch of people you will get services a lot quicker. It's just that their waiters are so busy and always running around that they tend to forget about the quieter tables. Still I go there for the good burgers and juicy wings. Wish they had more professional restaurant service though."
"239","5/30/2016","Fred T.","Cuyahoga Falls, OH",5,"We love this place for its fries, burgers, and chef salad. Also has a great drink menu. Best bloody marys around and the servers are really friendly and make us feel welcome. (Jocko is our favorite. )"
"240","1/9/2013","Sassa F.","Kent, OH",3,"Underwhelming food. I have yet to be wowed by them. The service leaves something to be desired too. Never my first choice. Ever."
"241","6/6/2016","Steve J.","Kent, OH",5,"I've been coming to Rays for over 30 years and it has continually improved and upgraded its offerings. The staff has always been attentive and hustles to accommodate their customers. It can be extremely busy so avoid peak times or you may have to wait a bit for a table and food. The beer selection is great - diverse and always changing. If you're looking for health food such as a kale salad, this isn't the place. That being said, the food is delicious and filling - think mofo burger and meatloaf sandwich.  The specials tend to be lighter and the salads have gotten healthier so Rays isn't afraid to evolve."
"242","2/28/2016","Martin H.","Stow, OH",5,"I love Ray's place it is a great place to eat, it is a great place to go have a drink late at night. The burgers and beer selection are amazing. When in Kent this is the place you have to go to."
"243","1/2/2015","Milan P.","Youngstown, OH",1,"I just returned to my Youngstown home after a trip to Ray's, and my ears are still steaming.In my 50+ years, I've never been treated as rudely, dismissively or flat-out scornfully by anyone representing ""management.""I've endured a lot of grievances over the years to make regular pilgrimages to Ray's:  the hour-long drive; terrible parking; an ear-splitting noise level; a no-reservation policy. But I've remained a loyal patron for a good many years because I love the food:  the pastrami sandwich, the fries, the bacon cheeseburger and most especially the ribs. Everyone who knows me will tell you that I've raved about them in no uncertain terms, even going so far as to describe them as the best ribs I've ever eaten in a restaurant. (Coincidentally, quite a few of said acquaintances have made the trek to Ray's just to try them, solely because of my ringing endorsement.) In all my years of devoted patronage, there were only two occasions prior to today that I complained to a server.Once because my (full order) of ribs had arrived stone-cold.The other because the kitchen had apparently forgotten my request to serve the ribs and fries on separate plates (or basket in the case of the fries). Both times the corrections were made promptly, apologetically and with a smile.Until today.When I remarked to the server that the first two ribs of my half-rack were tough, stringy and dry, she offered to speak with a manager.A man arrived who didn't bother identifying himself, but who clearly seemed to be suffering from anger management issues.He insisted--in no uncertain terms--that the ribs were perfectly fine, and that there was nothing wrong with them. In other words, ""You're an idiot; don't bother me."" (I thought I was watching a ""before"" section on an episode of ""Restaurant Impossible."")When I tried to explain the issue I had with the sampled portion of meat, he blew me off, vanishing back to wherever he came from.Since the fries remained untouched--all I'd eaten was the cole slaw and two (out of six) ribs, the server asked if I wanted to take them with me. A carry-out container was quickly provided.But when the bill arrived, I was puzzled to see that the uneaten (and now absent) ribs were still on the bill. I told the server that, since I was paying for them, I might as well take the remaining portion home with me. At that point, I optimistically hoped that the remainder of the (half) rack would be up to Ray's usual high standards.She once again offered to speak with a manager.Shortly thereafter, the inconsolably rude gentlemen from earlier returned, this time even more obstinate and nasty than he was previously.He accused me of being a chronic complainer who ""always sends food back"" (?), and asked repeatedly why I bother coming to Ray's at all since I clearly ""don't like the food.""I'd say that my attempts to explain the situation--and my long-time enthusiasm for his restaurant and the food--fell on deaf ears, but that would be an exaggeration.  He clearly wasn't listening to anything I had to say and walked off in an insolent huff.The (corrected) bill was resubmitted, but nothing could take the vile taste of my two brief encounter(s) with the extraordinarily hostile manager out of my mouth.I left feeling as if I'd lost a friend. And in a sense I had, since I knew it would surely be a cold day in hell before I walked through the doors of Ray's again.I'll definitely miss the food I grew to love, and the generally top-notch service.But I'll never forget--how could I? how could anyone?--the disrespectful-bordering-on-contemptuous way I was treated.What a horrible way to start the new year."
"244","4/9/2011","Jen M.","Gates Mills, OH",2,"Went on a Saturday night.  Once we were seated we waited 45 minutes for our food.  The only thing that was good on the table was the BBQ sauce--good combination of spicy and sweet.  The french fries were limp and the burger looked like a 9-year old cooked it.  My chili was definitely NOT homemade--it was definitely ""bought in"" from a restaurant supply place.  I realize Ray's is an institution in Kent but the food needs some serious resuscitation.  Taco Tantos down the street looks to be a better food option."
"245","10/20/2012","Lolitta P.","Kent, OH",2,"Nachos were a joke, I had to pay extra for each dip, the only good one was the cheese. The salsa came warm in temperature and tasted more like spaghetti sauce. The fries looked like a big soggy mess. I did think that the mac n cheese bites were ok though."
"246","7/7/2016","Nick H.","Akron, OH",5,"Good food, awesome beer menu. The atmosphere is just okay but the beer makes up for it."
"247","11/8/2015","Edward E.","Columbus, OH",4,"We now live in Columbus and took a trip to see Kent State's wonderful matinee production of Side Show.  Of course we had to stop by Rays Place as we have not been there for a couple of years- IT IS STILL GREAT.  I had my burger which is better than any I have tasted in Columbus and my wife had the Mustard Seed sandwich which I believe is new and is excellent.  Ray's Place- we miss you- the food, the atmosphere and the friendly service.  Kent State students and locals- you are lucky to have this institution; certainly Ohio State in my opinion does not have anything close to Ray's."
"248","7/10/2015","Jeff P.","Cuyahoga Falls, OH",5,"Great place and will always come back but our waitress  needs a personality adjustment."
"249","5/8/2013","Michelle W.","Los Angeles, CA",2,"Overrated. The burgers are decent, but nothing special. They have a famous ""mofo"" burger that is okay, it just has everything under the sun piled on it. Overpriced for sure, I paid $17 for a mofo, (the doesn't even come with fries) a fish sandwich, a side of fries and WATER. They're going to have to lower their prices and up their quality to stay in business with all the new ones coming in."
"250","11/16/2013","Amy W.","Ocean Isle Beach, NC",4,"Ate here for lunch. Grecian salad huge, fresh, and yummy. Tomato bisque soup was creamy and rich. Loved it. Enjoyed the character of the old building. Wait staff was average."
"251","10/12/2012","Eryion H.","Kent, OH",3,"I've been going to Ray's for over 15 years & this place has really gone down hill. I still love their hand made french fries & Bailey's Irish creme pie( if you can actually find a clean table to eat at). But the food & staff's attitude has become less & less inviting. And the bathrooms are always dirty :( Can't say I visit as often or even brag about it's unique atmosphere (can't go wrong with restoring the buildings historical environment) but it doesn't feel like home anymore. Sorry...."
"252","4/28/2016","Jessica S.","Streetsboro, OH",5,"Food is great late night and the bartenders ROCK!! We will be back for sure in the future!! It's a spot we like to hang out with our friends in the front corner window!!"
"253","3/6/2013","Michael C.","Lakewood, OH",2,"Burger was the only decent thing on the menu, and it was cooked way past well done when I ordered med-rare, both times.   Lots of gross frozen fried foods on the menu.Decent beer selection, but what bar doesn't have that now-a-days?Douche-apocalypse at night.Would only go back to drink or if friends wanted to go."
"254","1/20/2015","Dylan B.","Avon, OH",4,"It's a classic Kent spot that always is a bast on the weekend nights. It's a little overrated when it comes to their food, but it is good quality and priced well."
"255","1/13/2010","Scott L.","Bridgeport, CT",5,"Best brew spot at Kent State.Amazing brews on tap and in the bottle.  If you can't find your brew here, you're drinking swill.The food makes great beers taste even better.  Every time I get anywhere near Cleveland, I get my ass to Ray's."
"256","7/16/2015","Jessica C.","Lebanon, OH",5,"This place was FANTASTIC. We went as a big group one evening and hung out at the bar - which has a wonderful selection of craft beer - one night until we decided to get a table upstairs. That night, I had the pulled pork (incredible) and my fiancé had the chicken parmesan (delicious). Between the atmosphere and the staff, we liked it so much that we went back the next day for lunch! We took more family then and they loved it too. If you try anything, get the jerk fries, pulled pork, and a cold draft beer!"
"257","3/9/2012","Cory P.","Kent, OH",4,"There place is great, plain and simple. Their food is amazing and the drink selection is wonderful. Ray's is a restaurant by day, bar at all times. There are two floors each sporting it's own bar. The only issue is the difference with whats on tap from the 2nd floor to the 1st floor. Because they also have a $10 minimum, if you are sitting upstairs but want to beer downstairs you have to order $10+ on one trip or start a tab for that floor, which you probably have a tab for the 2nd floor, which then you would need two licenses...see the issue here? Granted, that wouldn't be an issue for most people at all, just the ones that are ""beer snobs"" maybe? If you want to avoid the overly loud music but enjoy a good dinner come no later then 8:30pm, though 6pm would be better. This place is a bit pricey but what you get is a great atmosphere, nice people, and a great selection of food and drink. I am always down to visiting Ray's Place.Note: I marked noise level very loud because after 10pm they crank up the volume to a level which makes conversation a lot harder. As a friend put it the other day: ""It is lip reading with small fragments of understandable conversation that allows the other person really to get what the other person is saying."""
"258","12/9/2013","Tom L.","Kent, OH",5,"I am a long time customer at Rays Place and I thought it was time to post a review. Is Rays perfect? No. Sometimes the food isn't as good as it is at other times, but when they hit it dead on, it's great. I will say that of all the places I've gone to eat over the years, Rays probably gets it right 95% of the time. Most other places I've been to do not have that consistent of a track record. Honestly, if you are in Kent and looking for a great place to get a meal and a good craft beer on draft, you cannot do better than Ray's. The Hot Pastrami sandwich is excellent, the Italian Roasted Pork sandwich with sun-dried tomato sauce is one of the best pork sandwiches I've had, the Cuban Sandwich is great, and they serve a good regular old burger (which you can dress up to insane levels if you want). They do still source the beef for the burgers from a local supplier (yes, I did confirm this with one of the managers) and I know that the brisket used for the corned beef/pastrami comes for somewhere in Northeast Ohio as well.Yes, Rays is loud and busy around lunch and in the evenings, but that's part of its allure. Rays is somewhere you can go to lose yourself in the crowd. It also hosts a different demographic after 9 or 10 pm Wednesday through Saturday because of the college students. I guess that's one of the side effects of going to a bar in a college town. The great thing about Rays is that you will see people all across the age and occupation spectrum and I always thought the whole point of a bar was to serve as a social gathering place for people in the community to drink beer, eat food, and have a good time. If you happen to be in the Kent area, I would strongly recommend giving Rays a try. At least stop in for a beer, anyway."
"259","1/3/2012","Tiffany H.","London, United Kingdom",4,"Ray's Place is one of my favorite places to get food and beer.  The menu has a wide variety of food, and they always have a huge list of drinks.  The bar tenders can be a little unfriendly at times."
"260","7/29/2015","Monica G.","Ravenna, OH",4,"Food is pretty good minus the mashed potatoes.  Service is decent.  Atmosphere is busy but fine.  Love the location."
"261","11/1/2011","Ron G.","Kent, OH",4,"Rays Place may have seen on TV, Best Thing I Ever Ate.The food is Good nothing spectacular it is average bar food. The bar on the other hand is really fun great people lots of room and the bar service is pretty solid. the food menu is big with nothing that stands out. The best thing in my opinion on the menu would probably be there burger selections."
"262","7/3/2013","Jonathan J.","Kent, OH",3,"Definitely a good place to go. The upstairs bar is better than the downstairs one. If you sit at the bar downstairs, people are most likely going to keep bumping into you. Food is good, but the staff will just look at you weird when you sit down sometimes. Overall, one of my favorite bars in Kent."
"263","1/3/2007","Thomas Awesome G.","Cleveland, OH",3,"This is probably sacrilege, but I think Ray's is just okay. The food is adequate, especially if you just want some typical pub-style beast. There are a few cool menu items (the fried macaroni and cheese, in particular), and there are a number of above average beers on tap. Unfortunately, I've never been a big fan of the atmosphere, the waitstaff isn't particularly friendly, and until recently, you'd smoke a pack and a half just sitting there for an hour. Maybe with Ohio's new smoking ban in place it's a better hangout. Unfortunately, Ray's has just never done anything for me."
"264","2/23/2015","Shawn S.","Canton, OH",2,"First time to Ray's Place and I won't go back...not because the burger's weren't good but the service was lacking.  The waiter took 8 minutes just to make contact and another 12 minutes to get our drink order-not bring it, take it.  I asked if the breaded mushrooms were breaded on site and was told yes (no, they're not).  He never came back to refill our drinks and never asked how the food was...didn't even ask about the uneaten mushrooms that were cooked so hard I couldn't break through the breading...but when I asked another person there about it, he said ""Sorry, we hire the handicapped"".  No, they didn't offer to take the nasty things off my bill and how dare they imply that only handicapped people make mistakes. Being thoroughly disgusted we paid the bill and left and I assured him I would try my best to stop anyone from going there.  Obviously they don't care about customers not satisfied."
"265","5/30/2013","Kalif V.","Kent, OH",4,"Beer specials often (a tall Miller Lite is sometimes less than $3).  Beer tastes really good (I think I read that they meticulously clean their beer lines).  Their burgers are pretty good (I recommend the MoFo).  Sweet fries are delicious.  Mac and Cheese bites?  Yes, please!  Overall good bar food at reasonable prices."
"266","2/8/2013","Scott W.","Kent, OH",4,"If you've ever been to Kent, you probably already know Ray's. The place is an institution. Great beer list, Friendly Staff, decent bar food with wide selection, always loud, always busy. Home.. what more can I say. oh yeah, best burgers in town! The Reuben also is top notch, always."
"267","5/10/2015","Jaymes H.","Athol, MA",5,"Great food and excellent service. It was a bit loud but that was to be expected. Can't wait to go back."
"268","2/16/2012","Gregory P.","North Hollywood, Los Angeles, CA",3,"Decent bar food.Honestly, it's a better place to go get drunk and have an inexpensive burger than a place to dine-in with your mom and dad when they come into town. I've never had anything off of their menu that's been bad, so that's a plus.Edit: I have to amend this review to add that the rueben was absolutely horrid. No dressing and the meat was so dry I have to think that they kept it uncovered in the refrigerator."
"269","7/19/2012","Nathan B.","Cleveland, OH",5,"This is probably one of the best places to eat in any of the surrounding areas. Their menu is huge, and the food is delicious. They have 40 (or more) beers on tap. Everything is priced fairly, and the service is always great!!"
"270","7/2/2013","Brian H.","Kent, OH",5,"Firstly, this is my go to lunch place if I have friends come from out of town. The jerk fries are amazing, especially with a little ranch. I've always ordered the burgers and they are quite good. Great selection of beer to go with the meal.Secondly, this is a great bar to go to whether you enjoy mixed drinks or beer. Their long islands seem to be the big pick most nights.Only downside I see to Rays is that the area by the bar gets pretty jammed on big nights, but that's a given for a good bar in a college town."
"271","4/5/2014","Max N.","Worthington, Columbus, OH",3,"Through loud noises, disorganised servers, and oddly placed TVs, Ray's place still maintains a three-star rating in my books. Upon walking into the place, something just screamed mediocre at best. No indication whether or not you should seat yourself or you should we should wait, just like most we were confused. After making eye contact with a waitress chatting with a peer, we found our way to a booth on our own. Soon after, we were greeted by a friendly girl, giving us our menus and taking our drink orders. The usual process followed, we ordered drinks, then food. The speed at which the food was prepared was surprisingly fast and tasted great. We finished our food which was quickly taken from our table. I got the cheeseburger - cooked medium well - and it tasted great. However the problem was leaving, as if our waitress did her best to avoid us, we waited 10-15 minutes to get our check. Thankfully once she was finished chatting among other activities she took our card and we got out. Overall, my experience was not the best however I've been to worst places."
"272","12/23/2012","Kyle G.","Kent, OH",5,"I may be biased due to the fact that I know at least 70% of the staff that works at Ray's, but I am appalled that people suggest that the food is garbage and the service mimics just that.  Based on my experience, this remains my favorite place to go out and eat awesome food and drink fantastic beers.  No other bar holds a candle to the quality at Ray's in the Kent area.  I see some reviews commenting on the atmosphere of The Zephyr and 157.  Really?  157?  If you're not a moron, take yourself to Ray's, if only for the drinks alone.  On multiple separate occasions my girlfriend and I have gone to Ray's and walked out loving it a bit more after each meal.  The only critique I have of the place, and this is simply due to my limited preferences of food, I would be wary of the specials at times.  I am much more of a burger and wings kind of person in the first place, so explore your options and find out for yourself.  By no means are the specials bad--they just do not seem to satisfy me in the ways that their burgers do.If you're taking my advice and want to try Ray's out, I suggest the Atomic Burger or the Chicken Parm. sandwich.  Easily the best two items on the menu.  If you have had a few drinks, though, go for the nachos; they are a revelation."
"273","3/16/2012","Christine M.","Stow, OH",4,"I really like Ray's place for an after work beer or cocktail.  They make a really good long island iced tea and their nachos are very good for a group of friends to share. My husband loves the MOFO As far as the evening, it is your typical bar scene on a college campus.  i will not downgrade my rating due to the people that are there late in the evening (typically after 10pm).  It is not the fault of the establishment on how people behave.  As a matter of fact, I give any employee of a college bar props for dealing with ""those people"" that cant help themselves."
"274","3/25/2012","Chris D.","Toledo, OH",4,"My parents hung out there in the 60's when they were students at KSU.  They always called it Rocky's.  I live in Toledo, but I have a daughter at KSU and we occasionally have lunch there on return trips for her.  We very much enjoy the food.  I love the fish sandwich and the kids like the burgers.  Good service and friendly staff. This is almost always on a Sunday afternoon when we are there."
"275","4/24/2012","Carl S.","Kent, OH",5,"Best burger in Kent going away. Famous for chili, though I'm not a chili person. Interesting atmosphere:Mid-afternoon basic bar. Dinner. Almost a family restaurant. After 10. A student hangout. It all works."
"276","11/9/2012","Michael B.","St Charles, IL",2,"great service but the food was okay we had the mo-fo burger just too much meat not  much flavor just because you add bacon and mushroom it doesn't make it great like some rating give it. There was it nothing great about it, pulled pork was dry  I just don't know how they can be in business with food like this. There were a lot of people at lunch time why? I wouldn't go back there, we were visiting from out of town on a visit Kent State."
"277","12/3/2012","Timothy S.","Mantua, OH",5,"These folks know how to hook you up with some decent food. The burgers get most of the attention and honestly, that's where you should start on the menu if it's your first time.Gets crowded during lunch but what do you expect, people like it.EXCELLENT beer menu and really friendly service if you have questions about pairings."
"278","3/6/2010","Andrea M.","Columbus, OH",5,"This establishment has a great menu selection.  Not to mention you receive more then your moneys worth in quality and quantity.  I love this place.  It might actually be my Kent favorite for a bar that serves food.  I have never had a bad experience."
"279","1/12/2014","Jordan F.","Wayne, OH",5,"Went for lunch an had great service from walking in the door, had a double bacon cheese burger am the jerk fries which were amazing. The burger was cooked right which was a medium. Price was about What i expected out to be recommended stop when you come threw town."
"280","4/2/2014","Bayern M.","Albany, NY",4,"Love the atmosphere, great beer list, and good pub food. I got the MoFo burger, which was really tasty, however, when I got it the bottom bun was so soaked from the juices that it fell apart and I had no choice but to eat it with a knife and fork, which sort of killed the experience. Would like some better insulation against that in the future. Still, a place I'd definitely return to."
"281","3/22/2014","T. M.","North Kingsville, OH",5,"Ray's has awesome burgers, delicious fries, an incredible beer selection, and a lesser known winner in their peanut butter pie. Atmosphere tops it off to perfection. I've enjoyed consistently awesome food from Ray's for the last 16 years. Still flawless."
"282","12/7/2013","Libby G.","Kent, OH",3,"This is a really fun place with good food and good beer, but even though I've been there many times I have never had good service. The servers make mistakes and they're way too informal. Sometimes uncomfortably so. I like the food, but Ray's is never my first choice for dinner out on Kent."
"283","6/2/2014","Rich L.","Akron, OH",3,"Good atmosphere and great draft selection.  Typical bar food.  Lots of Tvs with games on.  I like the upstairs better where pool tables are located, but usually can't find 2 seats up there, probably because others like it better too."
"284","1/19/2014","Sean N.","Fort Campbell, TN",4,"Was visiting kent on the account my current girlfriend goes to kent. She decided to take me here as she knows I like these kind of places. I ordered a Guinness, the guy pored it the correct way I also ordered the pulled pork and she ordered the meatloaf sandwich. All came out good and overall I enjoyed my time there."
"285","8/28/2010","Elisa W.","Seattle, WA",1,"I guess I was under the impression that this place was actually a restaurant and not just a bar, but when I showed up last night for dinner, the place was overcrowded and completely unorganized.  The doorman was there taking IDs like a bar, but we were there for food.  There was no hostess and as far as I could tell, no waitresses either.  Cocktail servers, yes, but no one serving food.  I don't know when they serve food, and I assume they do since they have a menu, but apparently it's not always an option just to go have dinner here.  When it's not clear as as to when you can and cannot sit down and have dinner and the staff is disorganized, I'm not likely to come back."
"286","8/3/2010","Elizabeth W.","Cleveland, OH",5,"I just absolutely love this place. It's in an old authentic building that is classic downtown Kent. I used to love coming here late nights when I was a college student, but now that I am older, I come here sometimes for dinner and a beer just because the atmosphere is very lively and it is fun. The food is good and it is REALLY cheap. Love love love this place."
"287","7/16/2013","Alex B.","Kent, OH",4,"I am a bit of a regular here. The food is usually pretty good and priced well. The only complaint I have is the toasted subs, the bottom piece of bread is usually soaked when it comes to my plate so I just don't order any thing like that anymore and I have a good time. The beer selection is great! The service is usually decent. The crowd is usually a good mix of people, young, old, hipster, regular joes, you got it all. One of my favorite spots to drink."
"288","7/10/2015","Patrick A.","Stow, OH",4,"food was terrific, although teamwork was apparent, our server needed to be much more personable, her personality was very cold, never even looked us in the eyes."
"289","12/8/2012","Jenna S.","Garrettsville, OH",4,"My boyfriend and I stopped in one evening as we were passing through. The place was packed so we sat at the bar. We really enjoyed the atmosphere and the food. One of the best french onion soups that I've ever had! Great deal on Wednesdays, all you can eat spaghetti for $2.99 WITH salad and garlic bread. I'm severely picky about spaghetti sauce and Ray's was very good! Huge selection of beer! Servers are great! We will be back for sure!"
"290","6/15/2008","Jason K.","Kent, OH",3,"This is the Cheer's bar of Kent.  If you want to run into KSU Alumni or even Drew Carey when he is in town stop here.   They still have the shot wheel for those that are turning 21.  Last year they fixed downstairs with many HDTV's, windows that open to make a more open air bar and a generally more pub feel.  Before 10 pm this is a good restaurant.  I suggest the burgers or the mac and cheese bites.  The food is good for a bar.  After 10 pm is when the Geeks show up, mostly upstairs with Alumni downstairs."
"291","2/22/2007","Doron K.","Kent, OH",5,"Ray's Place is Kent. The best bar in Kent, always the place to finish your night. Also, decent snack food at bar time. Haven't had a sit down meal there, though."
"292","11/24/2011","David E.","Stow, OH",3,"I like this place. I really do. I love the beer selection. I like the casual, comfy ambience. The food is good, when hot. The prices are reasonable.  YET... they OFFER few freaking options with their wing sauces!!! For the record, the Crazy Hot sauce is anything but Crazy or Hot!!! It's a nice sauce, but it ranks on the short side of basic hot. I don't want to cry or sweat when I eat wings, but a little bite, even a lot of bite, is often nice. Crazy Hot? I think not. In general, the wings are very good, but the sauces are a joke. They need to ramp up the variety of sauces. And if they're going to call one of them Crazy Hot, it needs to be at least a little crazy, and at least a little hot."
